# /home1/08302/tg876011/.local/ompi/bin/mpirun -np 2 --map-by socket --bind-to core --report-bindings python3 /home1/08302/tg876011/charm-mpi-compare/microbenchmarks/osu-bw-mpi.py 1 4194304 64 1000 100 mpi_bw_internode
Process,Msg Size, Iterations, Bandwidth (MB/s)
0,4194304,100,12329.09132892035
# /home1/08302/tg876011/.local/ompi/bin/mpirun -np 2 --map-by socket --bind-to core --report-bindings python3 /home1/08302/tg876011/charm-mpi-compare/microbenchmarks/osu-bw-mpi.py 1 4194304 64 1000 100 mpi_bw_internode
0,1,1000,0.9728264614436436
0,2,1000,1.9777197677531488
0,4,1000,3.942557030809694
0,8,1000,7.940820645458898
0,16,1000,15.620708208228104
0,32,1000,31.578716284505056
0,64,1000,60.04978687881521
0,128,1000,122.77809414914411
0,256,1000,235.4649203062468
0,512,1000,458.46596970992823
0,1024,1000,884.622769071095
0,2048,1000,1662.9390875045326
0,4096,1000,2887.1477690780507
0,8192,1000,4447.633032798134
0,16384,100,5595.845003194905
0,32768,100,9675.666267453724
0,65536,100,10515.186823828428
0,131072,100,11381.216546844948
0,262144,100,11836.472291974056
0,524288,100,12093.40290228132
0,1048576,100,12229.929751749924
0,2097152,100,12293.779807470442
0,4194304,100,12335.95709285688
# /home1/08302/tg876011/.local/ompi/bin/mpirun -np 2 --map-by socket --bind-to core --report-bindings python3 /home1/08302/tg876011/charm-mpi-compare/microbenchmarks/osu-bw-mpi.py 1 4194304 64 1000 100 mpi_bw_internode
0,1,1000,0.9505032814328587
0,2,1000,2.0272166747983102
0,4,1000,3.902540173541127
0,8,1000,7.892202481440133
0,16,1000,15.517989934400033
0,32,1000,31.01945227127275
0,64,1000,59.47706756090669
0,128,1000,121.50588656653082
0,256,1000,232.739996088443
0,512,1000,456.83827743916913
0,1024,1000,883.0948555382381
0,2048,1000,1666.1352912188438
0,4096,1000,2903.3158826369413
0,8192,1000,4467.151317812621
0,16384,100,5539.741321477744
0,32768,100,9622.1262502943
0,65536,100,10549.367387794307
0,131072,100,11375.448683439963
0,262144,100,11834.030746253593
0,524288,100,12079.596483000076
0,1048576,100,12230.738629178724
0,2097152,100,12271.600165070953
0,4194304,100,12332.412777592126
# /home1/08302/tg876011/.local/ompi/bin/mpirun -np 2 --map-by socket --bind-to core --report-bindings python3 /home1/08302/tg876011/charm-mpi-compare/microbenchmarks/osu-bw-mpi.py 1 4194304 64 1000 100 mpi_bw_internode
0,1,1000,0.9698224400782909
0,2,1000,1.9508732406201588
0,4,1000,3.9165191873571152
0,8,1000,7.806765267514106
0,16,1000,14.957030148483174
0,32,1000,29.711308517208447
0,64,1000,58.481564328654834
0,128,1000,121.87281315651599
0,256,1000,234.67412915590054
0,512,1000,455.50253239630405
0,1024,1000,878.9753192973739
0,2048,1000,1653.6289396682796
0,4096,1000,2919.672641376852
0,8192,1000,4542.883577099766
0,16384,100,5656.5718872655725
0,32768,100,9539.000840986173
0,65536,100,10463.124146038832
0,131072,100,11326.533524566466
0,262144,100,11802.635388467335
0,524288,100,12087.874196854711
0,1048576,100,12222.567798083835
0,2097152,100,12292.791192164965
0,4194304,100,12343.26573492893
