# /home1/08302/tg876011/charm-mpi-compare/microbenchmarks/osu-lat-mpi.py 1 4194304 1000 500 0 mpi_lat_intrasocket
Message size,Grouping,Total Iterations,Warmup,Latency (us)
1.0,0.0,1000.0,60.0,3.33175
1.0,20.0,1000.0,60.0,1.1419
1.0,40.0,1000.0,60.0,1.15665
1.0,60.0,1000.0,60.0,0.06205
1.0,80.0,1000.0,60.0,1.15445
1.0,100.0,1000.0,60.0,1.23345
1.0,120.0,1000.0,60.0,1.134725
1.0,140.0,1000.0,60.0,1.158725
1.0,160.0,1000.0,60.0,1.2408
1.0,180.0,1000.0,60.0,1.1397
1.0,200.0,1000.0,60.0,1.14425
1.0,220.0,1000.0,60.0,1.23175
1.0,240.0,1000.0,60.0,1.150675
1.0,260.0,1000.0,60.0,1.1439
1.0,280.0,1000.0,60.0,1.3512
1.0,300.0,1000.0,60.0,1.137725
1.0,320.0,1000.0,60.0,1.133775
1.0,340.0,1000.0,60.0,1.141925
1.0,360.0,1000.0,60.0,1.2109
1.0,380.0,1000.0,60.0,1.13725
1.0,400.0,1000.0,60.0,1.138825
1.0,420.0,1000.0,60.0,1.220425
1.0,440.0,1000.0,60.0,1.1457
1.0,460.0,1000.0,60.0,1.153025
1.0,480.0,1000.0,60.0,1.2191
1.0,500.0,1000.0,60.0,1.140925
1.0,520.0,1000.0,60.0,1.146875
1.0,540.0,1000.0,60.0,1.225175
1.0,560.0,1000.0,60.0,1.14565
1.0,580.0,1000.0,60.0,1.126175
1.0,600.0,1000.0,60.0,1.21015
1.0,620.0,1000.0,60.0,1.1422
1.0,640.0,1000.0,60.0,1.128225
1.0,660.0,1000.0,60.0,1.150425
1.0,680.0,1000.0,60.0,1.212775
1.0,700.0,1000.0,60.0,1.22335
1.0,720.0,1000.0,60.0,1.1505
1.0,740.0,1000.0,60.0,1.1955
1.0,760.0,1000.0,60.0,1.12385
1.0,780.0,1000.0,60.0,1.1206
1.0,800.0,1000.0,60.0,1.197575
1.0,820.0,1000.0,60.0,1.126525
1.0,840.0,1000.0,60.0,1.128275
1.0,860.0,1000.0,60.0,1.19235
