# /home1/08302/tg876011/charm-mpi-compare/microbenchmarks/osu-lat-mpi.py 1 4194304 1000 500 0 mpi_lat_intersocket
Message size,Grouping,Total Iterations,Warmup,Latency (us)
1.0,0.0,1000.0,60.0,193.46405
1.0,20.0,1000.0,60.0,1.44905
1.0,40.0,1000.0,60.0,1.424175
1.0,60.0,1000.0,60.0,0.093725
1.0,80.0,1000.0,60.0,1.42325
1.0,100.0,1000.0,60.0,2.19195
1.0,120.0,1000.0,60.0,1.50455
1.0,140.0,1000.0,60.0,1.4369
1.0,160.0,1000.0,60.0,1.525375
1.0,180.0,1000.0,60.0,1.467125
1.0,200.0,1000.0,60.0,1.442525
1.0,220.0,1000.0,60.0,1.528425
1.0,240.0,1000.0,60.0,1.45115
1.0,260.0,1000.0,60.0,1.5888
1.0,280.0,1000.0,60.0,1.617625
1.0,300.0,1000.0,60.0,1.4983
1.0,320.0,1000.0,60.0,1.4861
1.0,340.0,1000.0,60.0,1.4504
1.0,360.0,1000.0,60.0,1.530925
1.0,380.0,1000.0,60.0,1.460975
1.0,400.0,1000.0,60.0,1.498375
1.0,420.0,1000.0,60.0,1.521125
1.0,440.0,1000.0,60.0,1.49995
1.0,460.0,1000.0,60.0,1.479375
1.0,480.0,1000.0,60.0,1.5332
1.0,500.0,1000.0,60.0,1.5223
1.0,520.0,1000.0,60.0,1.45625
1.0,540.0,1000.0,60.0,1.505825
1.0,560.0,1000.0,60.0,1.4966
1.0,580.0,1000.0,60.0,1.583425
1.0,600.0,1000.0,60.0,1.532875
1.0,620.0,1000.0,60.0,1.47905
1.0,640.0,1000.0,60.0,1.470875
1.0,660.0,1000.0,60.0,1.4852
1.0,680.0,1000.0,60.0,1.515575
1.0,700.0,1000.0,60.0,1.457775
1.0,720.0,1000.0,60.0,1.4968
1.0,740.0,1000.0,60.0,1.5439
1.0,760.0,1000.0,60.0,1.54485
1.0,780.0,1000.0,60.0,1.49555
1.0,800.0,1000.0,60.0,1.523325
1.0,820.0,1000.0,60.0,1.50495
1.0,840.0,1000.0,60.0,1.476075
1.0,860.0,1000.0,60.0,1.5128
1.0,880.0,1000.0,60.0,1.509975
1.0,900.0,1000.0,60.0,1.62625
1.0,920.0,1000.0,60.0,1.546075
1.0,940.0,1000.0,60.0,1.4796
1.0,960.0,1000.0,60.0,1.4849
1.0,980.0,1000.0,60.0,1.492375
1.0,1000.0,1000.0,60.0,1.46895
1.0,1020.0,1000.0,60.0,1.5073
1.0,1040.0,1000.0,60.0,1.46375
2.0,0.0,1000.0,60.0,1.471875
2.0,20.0,1000.0,60.0,1.459375
2.0,40.0,1000.0,60.0,1.482375
2.0,60.0,1000.0,60.0,0.1021
2.0,80.0,1000.0,60.0,1.471725
2.0,100.0,1000.0,60.0,1.46945
2.0,120.0,1000.0,60.0,1.468075
2.0,140.0,1000.0,60.0,1.5852
2.0,160.0,1000.0,60.0,1.509325
2.0,180.0,1000.0,60.0,1.439925
2.0,200.0,1000.0,60.0,1.471625
2.0,220.0,1000.0,60.0,1.4891
2.0,240.0,1000.0,60.0,1.469975
2.0,260.0,1000.0,60.0,1.5012
2.0,280.0,1000.0,60.0,1.454725
2.0,300.0,1000.0,60.0,1.47605
2.0,320.0,1000.0,60.0,1.4626
2.0,340.0,1000.0,60.0,1.5072
2.0,360.0,1000.0,60.0,1.481025
2.0,380.0,1000.0,60.0,1.480225
2.0,400.0,1000.0,60.0,1.4752
2.0,420.0,1000.0,60.0,1.453325
2.0,440.0,1000.0,60.0,1.5162
2.0,460.0,1000.0,60.0,1.4646
2.0,480.0,1000.0,60.0,1.5305
2.0,500.0,1000.0,60.0,1.474525
2.0,520.0,1000.0,60.0,1.7312
2.0,540.0,1000.0,60.0,1.53795
2.0,560.0,1000.0,60.0,1.4248
2.0,580.0,1000.0,60.0,1.46475
2.0,600.0,1000.0,60.0,1.484975
2.0,620.0,1000.0,60.0,1.4488
2.0,640.0,1000.0,60.0,1.434475
2.0,660.0,1000.0,60.0,1.47365
2.0,680.0,1000.0,60.0,1.42475
2.0,700.0,1000.0,60.0,1.48275
2.0,720.0,1000.0,60.0,1.45375
2.0,740.0,1000.0,60.0,1.423725
2.0,760.0,1000.0,60.0,1.4673
