# /home1/08302/tg876011/charm-mpi-compare/microbenchmarks/osu-lat-charm.py 1 4194304 1000 500 0 charm_lat_intrasocket +pemap L0,2 +no_isomalloc_sync
Message size,Grouping,Total Iterations,Warmup,Latency (us)
1.0,0.0,1000.0,60.0,17.171425
1.0,20.0,1000.0,60.0,11.88505
1.0,40.0,1000.0,60.0,12.050325
1.0,60.0,1000.0,60.0,11.834725
1.0,80.0,1000.0,60.0,11.806025
1.0,100.0,1000.0,60.0,11.791375
1.0,120.0,1000.0,60.0,12.58215
1.0,140.0,1000.0,60.0,12.052125
1.0,160.0,1000.0,60.0,12.2567
1.0,180.0,1000.0,60.0,12.107025
1.0,200.0,1000.0,60.0,11.847375
1.0,220.0,1000.0,60.0,11.534125
1.0,240.0,1000.0,60.0,10.8115
1.0,260.0,1000.0,60.0,10.239675
1.0,280.0,1000.0,60.0,10.239575
1.0,300.0,1000.0,60.0,10.9428
1.0,320.0,1000.0,60.0,10.375925
1.0,340.0,1000.0,60.0,10.49055
1.0,360.0,1000.0,60.0,10.610575
1.0,380.0,1000.0,60.0,10.215575
1.0,400.0,1000.0,60.0,10.8931
1.0,420.0,1000.0,60.0,10.49385
1.0,440.0,1000.0,60.0,10.79045
1.0,460.0,1000.0,60.0,10.146025
1.0,480.0,1000.0,60.0,10.758525
1.0,500.0,1000.0,60.0,10.4301
1.0,520.0,1000.0,60.0,10.501425
1.0,540.0,1000.0,60.0,10.63425
1.0,560.0,1000.0,60.0,10.179225
1.0,580.0,1000.0,60.0,10.1342
1.0,600.0,1000.0,60.0,10.11335
1.0,620.0,1000.0,60.0,10.287575
1.0,640.0,1000.0,60.0,10.0587
1.0,660.0,1000.0,60.0,10.018725
1.0,680.0,1000.0,60.0,10.888775
1.0,700.0,1000.0,60.0,10.368125
1.0,720.0,1000.0,60.0,10.484525
1.0,740.0,1000.0,60.0,10.461575
1.0,760.0,1000.0,60.0,10.158375
1.0,780.0,1000.0,60.0,10.2373
1.0,800.0,1000.0,60.0,10.082175
1.0,820.0,1000.0,60.0,10.2071
1.0,840.0,1000.0,60.0,10.101075
1.0,860.0,1000.0,60.0,10.643125
1.0,880.0,1000.0,60.0,10.4517
1.0,900.0,1000.0,60.0,10.439975
1.0,920.0,1000.0,60.0,10.73205
1.0,940.0,1000.0,60.0,10.1123
1.0,960.0,1000.0,60.0,10.16505
1.0,980.0,1000.0,60.0,10.032825
1.0,1000.0,1000.0,60.0,10.1287
1.0,1020.0,1000.0,60.0,10.675975
1.0,1040.0,1000.0,60.0,10.1191
2.0,0.0,1000.0,60.0,12.09155
2.0,20.0,1000.0,60.0,10.397275
2.0,40.0,1000.0,60.0,10.66715
2.0,60.0,1000.0,60.0,9.96385
2.0,80.0,1000.0,60.0,10.030275
2.0,100.0,1000.0,60.0,9.848925
2.0,120.0,1000.0,60.0,9.850475
2.0,140.0,1000.0,60.0,10.016775
2.0,160.0,1000.0,60.0,9.79985
2.0,180.0,1000.0,60.0,10.4188
2.0,200.0,1000.0,60.0,10.241825
2.0,220.0,1000.0,60.0,10.169225
2.0,240.0,1000.0,60.0,10.5879
2.0,260.0,1000.0,60.0,9.973675
2.0,280.0,1000.0,60.0,10.0498
2.0,300.0,1000.0,60.0,9.857175
2.0,320.0,1000.0,60.0,9.8752
2.0,340.0,1000.0,60.0,10.039375
2.0,360.0,1000.0,60.0,9.8449
2.0,380.0,1000.0,60.0,10.448775
2.0,400.0,1000.0,60.0,10.0637
2.0,420.0,1000.0,60.0,10.129775
2.0,440.0,1000.0,60.0,10.456575
2.0,460.0,1000.0,60.0,9.924425
2.0,480.0,1000.0,60.0,9.9381
2.0,500.0,1000.0,60.0,9.846725
2.0,520.0,1000.0,60.0,9.840625
2.0,540.0,1000.0,60.0,9.9441
2.0,560.0,1000.0,60.0,9.91075
2.0,580.0,1000.0,60.0,10.004375
2.0,600.0,1000.0,60.0,10.072725
