# /home1/08302/tg876011/charm-mpi-compare/microbenchmarks/osu-lat-mpi.py 1 4194304 1000 500 0 mpi_lat_intrasocket
Message size,Grouping,Total Iterations,Warmup,Latency (us)
1.0,0.0,1000.0,60.0,3.675175
1.0,20.0,1000.0,60.0,1.150125
1.0,40.0,1000.0,60.0,1.138425
1.0,60.0,1000.0,60.0,0.061425
1.0,80.0,1000.0,60.0,1.14355
1.0,100.0,1000.0,60.0,1.21415
1.0,120.0,1000.0,60.0,1.137925
1.0,140.0,1000.0,60.0,1.14495
1.0,160.0,1000.0,60.0,1.20315
1.0,180.0,1000.0,60.0,1.13555
1.0,200.0,1000.0,60.0,1.135275
1.0,220.0,1000.0,60.0,1.203775
1.0,240.0,1000.0,60.0,1.14635
1.0,260.0,1000.0,60.0,1.141675
1.0,280.0,1000.0,60.0,1.2033
1.0,300.0,1000.0,60.0,1.1428
1.0,320.0,1000.0,60.0,1.14475
1.0,340.0,1000.0,60.0,1.147175
1.0,360.0,1000.0,60.0,1.28075
1.0,380.0,1000.0,60.0,1.1398
1.0,400.0,1000.0,60.0,1.150425
1.0,420.0,1000.0,60.0,1.197575
1.0,440.0,1000.0,60.0,1.140075
1.0,460.0,1000.0,60.0,1.15415
1.0,480.0,1000.0,60.0,1.21885
1.0,500.0,1000.0,60.0,1.134875
1.0,520.0,1000.0,60.0,1.141075
1.0,540.0,1000.0,60.0,1.179975
1.0,560.0,1000.0,60.0,1.114
1.0,580.0,1000.0,60.0,1.1205
1.0,600.0,1000.0,60.0,1.18595
1.0,620.0,1000.0,60.0,1.11335
1.0,640.0,1000.0,60.0,1.116
1.0,660.0,1000.0,60.0,1.131575
1.0,680.0,1000.0,60.0,1.168475
1.0,700.0,1000.0,60.0,1.12035
1.0,720.0,1000.0,60.0,1.1255
1.0,740.0,1000.0,60.0,1.1828
1.0,760.0,1000.0,60.0,1.117375
1.0,780.0,1000.0,60.0,1.1997
1.0,800.0,1000.0,60.0,1.18855
1.0,820.0,1000.0,60.0,1.11975
1.0,840.0,1000.0,60.0,1.123475
1.0,860.0,1000.0,60.0,1.20005
1.0,880.0,1000.0,60.0,1.118975
