# /home1/08302/tg876011/charm-mpi-compare/microbenchmarks/osu-lat-mpi.py 1 4194304 1000 500 0 mpi_lat_intersocket
Message size,Grouping,Total Iterations,Warmup,Latency (us)
1.0,0.0,1000.0,60.0,217.479
1.0,20.0,1000.0,60.0,1.400475
1.0,40.0,1000.0,60.0,1.393425
1.0,60.0,1000.0,60.0,0.09845
1.0,80.0,1000.0,60.0,1.4354
1.0,100.0,1000.0,60.0,1.471775
1.0,120.0,1000.0,60.0,1.432075
1.0,140.0,1000.0,60.0,1.379875
1.0,160.0,1000.0,60.0,1.4512
1.0,180.0,1000.0,60.0,1.4075
1.0,200.0,1000.0,60.0,1.38515
1.0,220.0,1000.0,60.0,1.617475
1.0,240.0,1000.0,60.0,1.443625
1.0,260.0,1000.0,60.0,1.387175
1.0,280.0,1000.0,60.0,1.509025
1.0,300.0,1000.0,60.0,1.371875
1.0,320.0,1000.0,60.0,1.3953
1.0,340.0,1000.0,60.0,1.428675
1.0,360.0,1000.0,60.0,1.497375
1.0,380.0,1000.0,60.0,1.398475
1.0,400.0,1000.0,60.0,1.374425
1.0,420.0,1000.0,60.0,1.44325
1.0,440.0,1000.0,60.0,1.370675
1.0,460.0,1000.0,60.0,1.4458
1.0,480.0,1000.0,60.0,1.464375
1.0,500.0,1000.0,60.0,1.3835
1.0,520.0,1000.0,60.0,1.35945
1.0,540.0,1000.0,60.0,1.416975
1.0,560.0,1000.0,60.0,1.47635
1.0,580.0,1000.0,60.0,1.385475
1.0,600.0,1000.0,60.0,1.4769
1.0,620.0,1000.0,60.0,1.3987
1.0,640.0,1000.0,60.0,1.373825
1.0,660.0,1000.0,60.0,1.416075
1.0,680.0,1000.0,60.0,1.4801
1.0,700.0,1000.0,60.0,1.40175
1.0,720.0,1000.0,60.0,1.400725
1.0,740.0,1000.0,60.0,1.44955
1.0,760.0,1000.0,60.0,1.3407
1.0,780.0,1000.0,60.0,1.41975
1.0,800.0,1000.0,60.0,1.47065
1.0,820.0,1000.0,60.0,1.387275
1.0,840.0,1000.0,60.0,1.38495
1.0,860.0,1000.0,60.0,1.45255
1.0,880.0,1000.0,60.0,1.427775
1.0,900.0,1000.0,60.0,1.348275
1.0,920.0,1000.0,60.0,1.459325
1.0,940.0,1000.0,60.0,1.361525
1.0,960.0,1000.0,60.0,1.9498
1.0,980.0,1000.0,60.0,1.42915
1.0,1000.0,1000.0,60.0,1.40915
1.0,1020.0,1000.0,60.0,1.41995
1.0,1040.0,1000.0,60.0,1.428925
2.0,0.0,1000.0,60.0,1.389175
2.0,20.0,1000.0,60.0,1.3884
2.0,40.0,1000.0,60.0,1.4256
2.0,60.0,1000.0,60.0,0.0935
2.0,80.0,1000.0,60.0,1.457675
2.0,100.0,1000.0,60.0,1.4452
2.0,120.0,1000.0,60.0,1.42515
2.0,140.0,1000.0,60.0,1.429875
2.0,160.0,1000.0,60.0,1.54845
2.0,180.0,1000.0,60.0,1.413075
2.0,200.0,1000.0,60.0,1.402
2.0,220.0,1000.0,60.0,1.412925
2.0,240.0,1000.0,60.0,1.399625
2.0,260.0,1000.0,60.0,1.406025
2.0,280.0,1000.0,60.0,1.42445
2.0,300.0,1000.0,60.0,1.421725
2.0,320.0,1000.0,60.0,1.4139
2.0,340.0,1000.0,60.0,1.376525
2.0,360.0,1000.0,60.0,1.397975
2.0,380.0,1000.0,60.0,1.374425
2.0,400.0,1000.0,60.0,1.44175
2.0,420.0,1000.0,60.0,1.4284
2.0,440.0,1000.0,60.0,1.3917
2.0,460.0,1000.0,60.0,1.3891
2.0,480.0,1000.0,60.0,1.39685
2.0,500.0,1000.0,60.0,1.46905
2.0,520.0,1000.0,60.0,1.389025
2.0,540.0,1000.0,60.0,1.41015
2.0,560.0,1000.0,60.0,1.395025
2.0,580.0,1000.0,60.0,1.39135
2.0,600.0,1000.0,60.0,1.43095
2.0,620.0,1000.0,60.0,1.40345
2.0,640.0,1000.0,60.0,1.42525
2.0,660.0,1000.0,60.0,1.373
2.0,680.0,1000.0,60.0,1.37625
2.0,700.0,1000.0,60.0,1.396825
2.0,720.0,1000.0,60.0,1.420925
2.0,740.0,1000.0,60.0,1.42885
2.0,760.0,1000.0,60.0,1.417775
2.0,780.0,1000.0,60.0,1.401525
2.0,800.0,1000.0,60.0,1.4312
2.0,820.0,1000.0,60.0,1.412175
2.0,840.0,1000.0,60.0,1.473425
2.0,860.0,1000.0,60.0,1.379875
2.0,880.0,1000.0,60.0,1.368075
2.0,900.0,1000.0,60.0,1.3709
2.0,920.0,1000.0,60.0,1.41885
2.0,940.0,1000.0,60.0,1.427525
2.0,960.0,1000.0,60.0,1.4102
2.0,980.0,1000.0,60.0,1.411625
2.0,1000.0,1000.0,60.0,1.382525
2.0,1020.0,1000.0,60.0,1.396425
2.0,1040.0,1000.0,60.0,1.431275
4.0,0.0,1000.0,60.0,1.42175
4.0,20.0,1000.0,60.0,1.403375
4.0,40.0,1000.0,60.0,1.39285
4.0,60.0,1000.0,60.0,0.0921
4.0,80.0,1000.0,60.0,1.422425
4.0,100.0,1000.0,60.0,1.410825
4.0,120.0,1000.0,60.0,1.51355
4.0,140.0,1000.0,60.0,1.4015
4.0,160.0,1000.0,60.0,1.385875
4.0,180.0,1000.0,60.0,1.358825
4.0,200.0,1000.0,60.0,1.36195
4.0,220.0,1000.0,60.0,1.43455
4.0,240.0,1000.0,60.0,1.423125
4.0,260.0,1000.0,60.0,1.432
4.0,280.0,1000.0,60.0,1.3936
4.0,300.0,1000.0,60.0,1.4176
4.0,320.0,1000.0,60.0,1.3575
4.0,340.0,1000.0,60.0,1.4198
4.0,360.0,1000.0,60.0,1.44355
4.0,380.0,1000.0,60.0,1.426775
4.0,400.0,1000.0,60.0,1.3773
4.0,420.0,1000.0,60.0,1.421
4.0,440.0,1000.0,60.0,1.4
4.0,460.0,1000.0,60.0,1.5053
4.0,480.0,1000.0,60.0,1.45035
4.0,500.0,1000.0,60.0,1.43945
4.0,520.0,1000.0,60.0,1.3891
4.0,540.0,1000.0,60.0,1.3958
4.0,560.0,1000.0,60.0,1.418425
4.0,580.0,1000.0,60.0,1.438575
4.0,600.0,1000.0,60.0,1.400825
4.0,620.0,1000.0,60.0,1.38605
4.0,640.0,1000.0,60.0,1.381825
4.0,660.0,1000.0,60.0,1.391725
4.0,680.0,1000.0,60.0,1.43475
4.0,700.0,1000.0,60.0,1.429925
4.0,720.0,1000.0,60.0,1.381725
4.0,740.0,1000.0,60.0,1.39035
4.0,760.0,1000.0,60.0,1.4405
4.0,780.0,1000.0,60.0,1.388725
4.0,800.0,1000.0,60.0,1.4567
4.0,820.0,1000.0,60.0,1.3766
4.0,840.0,1000.0,60.0,1.361925
4.0,860.0,1000.0,60.0,1.418525
4.0,880.0,1000.0,60.0,1.410725
4.0,900.0,1000.0,60.0,1.38235
4.0,920.0,1000.0,60.0,1.380125
4.0,940.0,1000.0,60.0,1.38975
4.0,960.0,1000.0,60.0,1.356475
4.0,980.0,1000.0,60.0,1.37635
4.0,1000.0,1000.0,60.0,1.430875
4.0,1020.0,1000.0,60.0,1.3549
4.0,1040.0,1000.0,60.0,1.36225
8.0,0.0,1000.0,60.0,1.3804
8.0,20.0,1000.0,60.0,1.387175
8.0,40.0,1000.0,60.0,1.380575
8.0,60.0,1000.0,60.0,0.09395
8.0,80.0,1000.0,60.0,1.526525
8.0,100.0,1000.0,60.0,1.4075
8.0,120.0,1000.0,60.0,1.37735
8.0,140.0,1000.0,60.0,1.4068
8.0,160.0,1000.0,60.0,1.4879
8.0,180.0,1000.0,60.0,1.437925
8.0,200.0,1000.0,60.0,1.399175
8.0,220.0,1000.0,60.0,1.4202
8.0,240.0,1000.0,60.0,1.401275
8.0,260.0,1000.0,60.0,1.36775
8.0,280.0,1000.0,60.0,1.401225
8.0,300.0,1000.0,60.0,1.424225
8.0,320.0,1000.0,60.0,1.40635
8.0,340.0,1000.0,60.0,1.413575
8.0,360.0,1000.0,60.0,1.422175
8.0,380.0,1000.0,60.0,1.411625
