# /home1/08302/tg876011/charm-mpi-compare/microbenchmarks/osu-lat-charm.py 1 4194304 1000 500 0 charm_lat_intersocket +pemap L0,1 +no_isomalloc_sync
Message size,Grouping,Total Iterations,Warmup,Latency (us)
1.0,0.0,1000.0,60.0,30.0978
1.0,20.0,1000.0,60.0,25.400475
1.0,40.0,1000.0,60.0,25.423275
1.0,60.0,1000.0,60.0,25.3303
1.0,80.0,1000.0,60.0,25.124075
1.0,100.0,1000.0,60.0,24.65735
1.0,120.0,1000.0,60.0,24.651725
1.0,140.0,1000.0,60.0,24.584825
1.0,160.0,1000.0,60.0,24.671225
1.0,180.0,1000.0,60.0,24.61555
1.0,200.0,1000.0,60.0,24.605025
1.0,220.0,1000.0,60.0,24.3673
1.0,240.0,1000.0,60.0,23.3022
1.0,260.0,1000.0,60.0,22.6607
1.0,280.0,1000.0,60.0,22.698225
1.0,300.0,1000.0,60.0,22.7273
1.0,320.0,1000.0,60.0,22.6293
1.0,340.0,1000.0,60.0,22.665375
1.0,360.0,1000.0,60.0,22.7352
1.0,380.0,1000.0,60.0,22.5724
1.0,400.0,1000.0,60.0,22.4206
1.0,420.0,1000.0,60.0,21.943675
1.0,440.0,1000.0,60.0,21.466025
1.0,460.0,1000.0,60.0,21.412575
1.0,480.0,1000.0,60.0,22.364975
1.0,500.0,1000.0,60.0,22.8188
1.0,520.0,1000.0,60.0,21.357575
1.0,540.0,1000.0,60.0,21.429725
1.0,560.0,1000.0,60.0,21.29205
1.0,580.0,1000.0,60.0,21.377875
1.0,600.0,1000.0,60.0,21.449475
1.0,620.0,1000.0,60.0,22.57775
1.0,640.0,1000.0,60.0,22.3644
1.0,660.0,1000.0,60.0,21.326025
1.0,680.0,1000.0,60.0,21.6128
1.0,700.0,1000.0,60.0,21.376675
1.0,720.0,1000.0,60.0,21.20175
1.0,740.0,1000.0,60.0,21.3884
1.0,760.0,1000.0,60.0,21.461625
1.0,780.0,1000.0,60.0,22.552175
1.0,800.0,1000.0,60.0,22.598475
1.0,820.0,1000.0,60.0,22.766275
1.0,840.0,1000.0,60.0,22.546375
1.0,860.0,1000.0,60.0,22.628825
1.0,880.0,1000.0,60.0,22.6862
1.0,900.0,1000.0,60.0,22.482925
1.0,920.0,1000.0,60.0,22.52245
1.0,940.0,1000.0,60.0,22.630725
1.0,960.0,1000.0,60.0,22.55905
1.0,980.0,1000.0,60.0,22.5251
1.0,1000.0,1000.0,60.0,22.6511
1.0,1020.0,1000.0,60.0,22.685375
1.0,1040.0,1000.0,60.0,21.1047
2.0,0.0,1000.0,60.0,24.056275
2.0,20.0,1000.0,60.0,22.613025
2.0,40.0,1000.0,60.0,20.943175
2.0,60.0,1000.0,60.0,20.893375
2.0,80.0,1000.0,60.0,20.933725
2.0,100.0,1000.0,60.0,20.982825
2.0,120.0,1000.0,60.0,20.99735
2.0,140.0,1000.0,60.0,20.993425
2.0,160.0,1000.0,60.0,20.967425
2.0,180.0,1000.0,60.0,21.17975
2.0,200.0,1000.0,60.0,20.916175
2.0,220.0,1000.0,60.0,21.045225
2.0,240.0,1000.0,60.0,21.057425
2.0,260.0,1000.0,60.0,21.179825
2.0,280.0,1000.0,60.0,21.152725
2.0,300.0,1000.0,60.0,22.6356
2.0,320.0,1000.0,60.0,21.97035
2.0,340.0,1000.0,60.0,21.166
2.0,360.0,1000.0,60.0,21.01465
2.0,380.0,1000.0,60.0,21.126875
2.0,400.0,1000.0,60.0,21.154625
2.0,420.0,1000.0,60.0,21.117225
2.0,440.0,1000.0,60.0,21.14935
2.0,460.0,1000.0,60.0,21.1247
2.0,480.0,1000.0,60.0,22.6324
2.0,500.0,1000.0,60.0,22.2548
2.0,520.0,1000.0,60.0,22.384925
2.0,540.0,1000.0,60.0,22.362575
2.0,560.0,1000.0,60.0,22.30505
2.0,580.0,1000.0,60.0,22.331025
2.0,600.0,1000.0,60.0,22.3457
2.0,620.0,1000.0,60.0,22.332775
2.0,640.0,1000.0,60.0,22.3064
2.0,660.0,1000.0,60.0,22.321875
2.0,680.0,1000.0,60.0,22.1722
2.0,700.0,1000.0,60.0,22.37305
2.0,720.0,1000.0,60.0,22.063325
2.0,740.0,1000.0,60.0,21.12925
2.0,760.0,1000.0,60.0,22.15115
2.0,780.0,1000.0,60.0,22.418025
2.0,800.0,1000.0,60.0,21.130525
2.0,820.0,1000.0,60.0,21.191275
2.0,840.0,1000.0,60.0,21.004175
2.0,860.0,1000.0,60.0,22.66735
2.0,880.0,1000.0,60.0,21.892425
2.0,900.0,1000.0,60.0,21.1845
2.0,920.0,1000.0,60.0,21.1641
2.0,940.0,1000.0,60.0,21.08565
2.0,960.0,1000.0,60.0,21.169575
2.0,980.0,1000.0,60.0,21.01215
2.0,1000.0,1000.0,60.0,22.49425
2.0,1020.0,1000.0,60.0,21.975175
2.0,1040.0,1000.0,60.0,21.09205
4.0,0.0,1000.0,60.0,23.506575
4.0,20.0,1000.0,60.0,21.64925
4.0,40.0,1000.0,60.0,20.966575
4.0,60.0,1000.0,60.0,21.017475
4.0,80.0,1000.0,60.0,22.1349
4.0,100.0,1000.0,60.0,22.0437
4.0,120.0,1000.0,60.0,20.80975
4.0,140.0,1000.0,60.0,21.029075
4.0,160.0,1000.0,60.0,22.28875
4.0,180.0,1000.0,60.0,22.4754
4.0,200.0,1000.0,60.0,22.1833
4.0,220.0,1000.0,60.0,22.168625
4.0,240.0,1000.0,60.0,22.30325
4.0,260.0,1000.0,60.0,22.3667
4.0,280.0,1000.0,60.0,22.3651
4.0,300.0,1000.0,60.0,22.27395
4.0,320.0,1000.0,60.0,21.708775
4.0,340.0,1000.0,60.0,21.177375
4.0,360.0,1000.0,60.0,22.2646
4.0,380.0,1000.0,60.0,22.48375
4.0,400.0,1000.0,60.0,21.205375
4.0,420.0,1000.0,60.0,21.270625
4.0,440.0,1000.0,60.0,21.06985
4.0,460.0,1000.0,60.0,21.152625
4.0,480.0,1000.0,60.0,21.125275
4.0,500.0,1000.0,60.0,21.19775
4.0,520.0,1000.0,60.0,21.10725
4.0,540.0,1000.0,60.0,21.1073
4.0,560.0,1000.0,60.0,21.21425
4.0,580.0,1000.0,60.0,21.039075
4.0,600.0,1000.0,60.0,21.120375
4.0,620.0,1000.0,60.0,21.140875
4.0,640.0,1000.0,60.0,21.146725
4.0,660.0,1000.0,60.0,21.183175
4.0,680.0,1000.0,60.0,21.1794
