# /home1/08302/tg876011/charm-mpi-compare/microbenchmarks/osu-lat-mpi.py 1 4194304 1000 500 0 mpi_lat_intersocket
Message size,Grouping,Total Iterations,Warmup,Latency (us)
1.0,0.0,1000.0,60.0,248.42575
1.0,20.0,1000.0,60.0,1.418225
1.0,40.0,1000.0,60.0,1.4295
1.0,60.0,1000.0,60.0,0.09165
1.0,80.0,1000.0,60.0,1.4463
1.0,100.0,1000.0,60.0,1.67445
1.0,120.0,1000.0,60.0,1.440175
1.0,140.0,1000.0,60.0,1.4677
1.0,160.0,1000.0,60.0,1.5238
1.0,180.0,1000.0,60.0,1.487325
1.0,200.0,1000.0,60.0,1.428
1.0,220.0,1000.0,60.0,1.4934
1.0,240.0,1000.0,60.0,1.408625
1.0,260.0,1000.0,60.0,1.442625
1.0,280.0,1000.0,60.0,1.522775
1.0,300.0,1000.0,60.0,1.419425
1.0,320.0,1000.0,60.0,1.4541
1.0,340.0,1000.0,60.0,1.4416
1.0,360.0,1000.0,60.0,1.510775
1.0,380.0,1000.0,60.0,1.42725
1.0,400.0,1000.0,60.0,1.3822
1.0,420.0,1000.0,60.0,1.48705
1.0,440.0,1000.0,60.0,1.497675
1.0,460.0,1000.0,60.0,1.43405
1.0,480.0,1000.0,60.0,1.522525
1.0,500.0,1000.0,60.0,1.42045
1.0,520.0,1000.0,60.0,1.442075
1.0,540.0,1000.0,60.0,1.500075
1.0,560.0,1000.0,60.0,1.4364
1.0,580.0,1000.0,60.0,1.397925
1.0,600.0,1000.0,60.0,1.44405
1.0,620.0,1000.0,60.0,1.426175
1.0,640.0,1000.0,60.0,1.41815
1.0,660.0,1000.0,60.0,1.412675
1.0,680.0,1000.0,60.0,1.466225
1.0,700.0,1000.0,60.0,1.4244
1.0,720.0,1000.0,60.0,1.45295
1.0,740.0,1000.0,60.0,1.495525
1.0,760.0,1000.0,60.0,1.44525
1.0,780.0,1000.0,60.0,1.4454
1.0,800.0,1000.0,60.0,1.46055
1.0,820.0,1000.0,60.0,1.386925
1.0,840.0,1000.0,60.0,1.4158
1.0,860.0,1000.0,60.0,1.477325
1.0,880.0,1000.0,60.0,1.429775
