#/home1/08302/tg876011/charm-mpi-compare/stencil/stencil-mpi.py 100 12288 12288 weak_scaling_results
Process,Iteration,Iteration Time,Communication Time,Computation Time
0,1,0.488421666,0.361526278,0.126895388
0,2,0.137352601,0.134333942,0.003018659
0,3,0.135179206,0.132162967,0.003016239
0,4,0.009948079,0.006921226,0.003026853
0,5,0.046186067,0.04317101,0.003015057
0,6,0.02240841,0.019382125,0.003026285
0,7,0.003178825,0.000181644,0.002997181
0,8,0.035780811,0.032295708,0.003485103
0,9,0.004396226,0.000917629,0.003478597
0,10,0.005114202,0.001623734,0.003490468
0,11,0.004728188,0.001056187,0.003672001
0,12,0.004271367,0.000706742,0.003564625
0,13,0.004224607,0.000554407,0.0036702
0,14,0.004120524,0.000560544,0.00355998
0,15,0.004701689,0.001088899,0.00361279
0,16,0.005077827,0.001350771,0.003727056
0,17,0.004535664,0.000693478,0.003842186
0,18,0.004427405,0.000697793,0.003729612
0,19,0.00787126,0.00407106,0.0038002
0,20,0.005227645,0.001287729,0.003939916
0,21,0.004938873,0.000815137,0.004123736
0,22,0.004745819,0.000604359,0.00414146
0,23,0.00453678,0.000283413,0.004253367
0,24,0.004511228,0.000326395,0.004184833
0,25,0.004437129,0.000246318,0.004190811
0,26,0.004168773,9.0455e-05,0.004078318
0,27,0.004439605,0.000363942,0.004075663
0,28,0.004351877,0.000369752,0.003982125
0,29,0.004599074,0.000515428,0.004083646
0,30,0.004418775,0.000365605,0.00405317
0,31,0.004569279,0.000410744,0.004158535
0,32,0.004208479,0.000196497,0.004011982
0,33,0.004548266,0.000492333,0.004055933
0,34,0.004224434,0.000245358,0.003979076
0,35,0.004470278,0.000530884,0.003939394
0,36,0.00438705,0.000450771,0.003936279
0,37,0.004612855,0.000659178,0.003953677
0,38,0.004256754,0.000273922,0.003982832
0,39,0.0045659,0.00057057,0.00399533
0,40,0.004357736,0.000355141,0.004002595
0,41,0.004399098,0.000411509,0.003987589
0,42,0.004337347,0.000384444,0.003952903
0,43,0.004831458,0.000818966,0.004012492
0,44,0.004228517,0.000231856,0.003996661
0,45,0.004870908,0.000838321,0.004032587
0,46,0.00412299,0.000170787,0.003952203
0,47,0.004364983,0.000518077,0.003846906
0,48,0.004242109,0.000322578,0.003919531
0,49,0.00489013,0.001041947,0.003848183
0,50,0.004314891,0.000427859,0.003887032
0,51,0.004930053,0.001004972,0.003925081
0,52,0.004335572,0.000479599,0.003855973
0,53,0.004774173,0.000903399,0.003870774
0,54,0.004347942,0.000453678,0.003894264
0,55,0.004667846,0.000830245,0.003837601
0,56,0.00449316,0.000598974,0.003894186
0,57,0.004448614,0.00060948,0.003839134
0,58,0.0043947,0.00055573,0.00383897
0,59,0.004563736,0.00066646,0.003897276
0,60,0.004352876,0.000522052,0.003830824
0,61,0.005022878,0.001128181,0.003894697
0,62,0.004510435,0.000584981,0.003925454
0,63,0.004635483,0.000638161,0.003997322
0,64,0.004358992,0.00042314,0.003935852
0,65,0.004475593,0.000641328,0.003834265
0,66,0.004735354,0.000758012,0.003977342
0,67,0.004380288,0.000500485,0.003879803
0,68,0.004653422,0.000723048,0.003930374
0,69,0.004851619,0.000878801,0.003972818
0,70,0.004504676,0.000431424,0.004073252
0,71,0.004238893,0.000343887,0.003895006
0,72,0.004531985,0.000591071,0.003940914
0,73,0.004510716,0.000687005,0.003823711
0,74,0.004419319,0.00055357,0.003865749
0,75,0.0047743,0.000908033,0.003866267
0,76,0.00462692,0.000665512,0.003961408
0,77,0.004446822,0.000566806,0.003880016
0,78,0.004616507,0.000746639,0.003869868
0,79,0.004443232,0.000653054,0.003790178
0,80,0.004621405,0.000729234,0.003892171
0,81,0.004449995,0.000665144,0.003784851
0,82,0.004783133,0.000827017,0.003956116
0,83,0.004540979,0.000621998,0.003918981
0,84,0.004580327,0.000577211,0.004003116
0,85,0.004402083,0.00050379,0.003898293
0,86,0.004566469,0.00059777,0.003968699
0,87,0.004661977,0.000605313,0.004056664
0,88,0.004194722,0.0002618,0.003932922
