#/home1/08302/tg876011/charm-mpi-compare/stencil/stencil-charm.py 192 100 12288 12288 weak_scaling_results +no_isomalloc_sync
Process,Num processes,Iteration,Iteration Time,Communication Time,Computation Time
0,192,1,0.510341659,0.338780963,0.171560696
0,192,2,0.148673787,0.14560488,0.003068907
0,192,3,0.12449726,0.12145451,0.00304275
0,192,4,0.006220961,0.003205185,0.003015776
0,192,5,0.019693007,0.016672773,0.003020234
0,192,6,0.038843294,0.035807041,0.003036253
0,192,7,0.003754639,0.000728527,0.003026112
0,192,8,0.003415437,0.00040242,0.003013017
0,192,9,0.003551609,0.000537092,0.003014517
0,192,10,0.007734973,0.00471575,0.003019223
0,192,11,0.003892394,0.000879717,0.003012677
0,192,12,0.003480016,0.000471726,0.00300829
0,192,13,0.026727694,0.023614827,0.003112867
0,192,14,0.004856188,0.001700583,0.003155605
0,192,15,0.004256964,0.001063657,0.003193307
0,192,16,0.004356637,0.001102284,0.003254353
0,192,17,0.003850163,0.000687456,0.003162707
0,192,18,0.017408127,0.013977637,0.00343049
0,192,19,0.005567955,0.00184272,0.003725235
0,192,20,0.004733158,0.001028568,0.00370459
0,192,21,0.004639138,0.000907567,0.003731571
0,192,22,0.004585566,0.00088896,0.003696606
0,192,23,0.004531339,0.000702398,0.003828941
0,192,24,0.004564611,0.000747591,0.00381702
0,192,25,0.004309899,0.000633481,0.003676418
0,192,26,0.004654246,0.00096494,0.003689306
0,192,27,0.004797064,0.000970864,0.0038262
0,192,28,0.00417905,0.000515166,0.003663884
0,192,29,0.004823804,0.001034554,0.00378925
0,192,30,0.004512363,0.000831995,0.003680368
0,192,31,0.00493566,0.00111011,0.00382555
0,192,32,0.004438757,0.000734625,0.003704132
0,192,33,0.004953086,0.001076023,0.003877063
0,192,34,0.004388952,0.000589507,0.003799445
0,192,35,0.004650704,0.000759877,0.003890827
0,192,36,0.00432133,0.000651985,0.003669345
0,192,37,0.00497678,0.001070616,0.003906164
0,192,38,0.004231656,0.00055471,0.003676946
0,192,39,0.004909368,0.001059534,0.003849834
0,192,40,0.004403879,0.000628735,0.003775144
0,192,41,0.004707683,0.000905168,0.003802515
0,192,42,0.004437449,0.000745061,0.003692388
0,192,43,0.004670375,0.000835044,0.003835331
0,192,44,0.004430636,0.000683724,0.003746912
0,192,45,0.004922139,0.001050574,0.003871565
0,192,46,0.004463562,0.000727467,0.003736095
0,192,47,0.004767327,0.000908195,0.003859132
0,192,48,0.004280476,0.00057736,0.003703116
0,192,49,0.004706926,0.000908274,0.003798652
0,192,50,0.00469284,0.000904065,0.003788775
0,192,51,0.004473002,0.000595226,0.003877776
0,192,52,0.004405996,0.000701867,0.003704129
0,192,53,0.00477535,0.000931088,0.003844262
0,192,54,0.004305787,0.000682288,0.003623499
0,192,55,0.005058996,0.001192825,0.003866171
0,192,56,0.004266136,0.000592577,0.003673559
0,192,57,0.004609368,0.000838672,0.003770696
0,192,58,0.004434513,0.000764963,0.00366955
0,192,59,0.004650964,0.000921067,0.003729897
0,192,60,0.004646341,0.000934828,0.003711513
0,192,61,0.004869995,0.00098816,0.003881835
0,192,62,0.004451373,0.000688091,0.003763282
0,192,63,0.004642692,0.000830957,0.003811735
0,192,64,0.004530768,0.000764669,0.003766099
0,192,65,0.004766106,0.000934497,0.003831609
0,192,66,0.004441761,0.000750483,0.003691278
0,192,67,0.004820331,0.000943036,0.003877295
0,192,68,0.004653417,0.000934016,0.003719401
0,192,69,0.004938366,0.001064454,0.003873912
0,192,70,0.00442584,0.00066699,0.00375885
0,192,71,0.004700268,0.00080207,0.003898198
0,192,72,0.004196511,0.000484596,0.003711915
0,192,73,0.004826719,0.000876105,0.003950614
0,192,74,0.004474596,0.000550452,0.003924144
0,192,75,0.004573055,0.000582921,0.003990134
0,192,76,0.004451525,0.000627213,0.003824312
0,192,77,0.004564582,0.000699133,0.003865449
0,192,78,0.004414325,0.000619474,0.003794851
0,192,79,0.004698869,0.000796775,0.003902094
0,192,80,0.004502093,0.000719486,0.003782607
0,192,81,0.004516874,0.000668919,0.003847955
0,192,82,0.004617165,0.000876332,0.003740833
0,192,83,0.004850816,0.001010602,0.003840214
0,192,84,0.005057641,0.001434457,0.003623184
0,192,85,0.005645759,0.001814498,0.003831261
0,192,86,0.004595836,0.000783445,0.003812391
0,192,87,0.004268141,0.000429754,0.003838387
0,192,88,0.004220718,0.000433003,0.003787715
0,192,89,0.004335717,0.000568489,0.003767228
0,192,90,0.004314134,0.000489623,0.003824511
0,192,91,0.004182893,0.000509628,0.003673265
0,192,92,0.004046304,0.000526879,0.003519425
0,192,93,0.004036467,0.000544396,0.003492071
0,192,94,0.004620063,0.001146655,0.003473408
0,192,95,0.005431506,0.001759259,0.003672247
0,192,96,0.0039651,0.000458393,0.003506707
