#/home1/08302/tg876011/charm-mpi-compare/stencil/stencil-mpi.py 100 24576 24576 strong_scaling_results
Process,Iteration,Iteration Time,Communication Time,Computation Time
0,1,0.762719812,0.328233675,0.434486137
0,2,0.377596725,0.052919409,0.324677316
0,3,0.326000797,0.000567703,0.325433094
0,4,0.32451849,0.000509785,0.324008705
0,5,0.326892835,0.000505826,0.326387009
0,6,0.326124092,0.000614378,0.325509714
0,7,0.322580955,0.000645275,0.32193568
0,8,0.325912318,0.000905355,0.325006963
0,9,0.32575441,0.000582767,0.325171643
0,10,0.32490676,0.000498297,0.324408463
0,11,0.324462462,0.000511464,0.323950998
0,12,0.323506891,0.000501065,0.323005826
0,13,0.324643969,0.000847738,0.323796231
0,14,0.326264897,0.000925872,0.325339025
0,15,0.327575067,0.003382177,0.32419289
0,16,0.3305065,0.00823022,0.32227628
0,17,0.333644053,0.009355591,0.324288462
0,18,0.328321172,0.002905583,0.325415589
0,19,0.324676836,0.000488983,0.324187853
0,20,0.324733739,0.000505175,0.324228564
0,21,0.325291835,0.000795181,0.324496654
0,22,0.322469407,0.000502135,0.321967272
0,23,0.325672604,0.002070779,0.323601825
0,24,0.323448467,0.000872983,0.322575484
0,25,0.325137255,0.001037546,0.324099709
0,26,0.323794156,0.000517311,0.323276845
0,27,0.324977287,0.000979658,0.323997629
0,28,0.32306619,0.000674576,0.322391614
0,29,0.324972112,0.000627324,0.324344788
0,30,0.324884978,0.001930282,0.322954696
0,31,0.323531321,0.000506034,0.323025287
0,32,0.32577439,0.00090231,0.32487208
0,33,0.32435129,0.00056192,0.32378937
0,34,0.322689374,0.000500495,0.322188879
0,35,0.324544002,0.000704906,0.323839096
0,36,0.324717724,0.000721108,0.323996616
0,37,0.32364141,0.000759056,0.322882354
0,38,0.32426023,0.000502663,0.323757567
0,39,0.324725854,0.000536141,0.324189713
0,40,0.323298283,0.000778103,0.32252018
0,41,0.324646894,0.00141154,0.323235354
0,42,0.324772953,0.000502186,0.324270767
0,43,0.323671131,0.000508872,0.323162259
0,44,0.323689518,0.001318758,0.32237076
0,45,0.326203297,0.000879063,0.325324234
0,46,0.324003006,0.000501839,0.323501167
0,47,0.323152056,0.000513668,0.322638388
0,48,0.327242873,0.001603187,0.325639686
0,49,0.324335341,0.000513806,0.323821535
0,50,0.322780919,0.000500936,0.322279983
0,51,0.326713934,0.00098517,0.325728764
0,52,0.323299747,0.000642843,0.322656904
0,53,0.323414419,0.000516339,0.32289808
