#/home1/08302/tg876011/charm-mpi-compare/stencil/stencil-charm.py 96 100 24576 24576 strong_scaling_results +no_isomalloc_sync
Process,Num processes,Iteration,Iteration Time,Communication Time,Computation Time
0,96,1,0.508883567,0.316054787,0.19282878
0,96,2,0.178043978,0.153804179,0.024239799
0,96,3,0.155413602,0.122697956,0.032715646
0,96,4,0.036838576,0.010266356,0.02657222
0,96,5,0.02529255,0.000868639,0.024423911
0,96,6,0.071712166,0.043138285,0.028573881
0,96,7,0.040868144,0.010477383,0.030390761
0,96,8,0.039471099,0.007392904,0.032078195
0,96,9,0.037217724,0.004928557,0.032289167
0,96,10,0.064557179,0.031492626,0.033064553
0,96,11,0.040059775,0.006856083,0.033203692
0,96,12,0.040736605,0.005970308,0.034766297
0,96,13,0.037290813,0.002743817,0.034546996
0,96,14,0.038643696,0.003378171,0.035265525
0,96,15,0.038523355,0.003133222,0.035390133
0,96,16,0.03813673,0.002393301,0.035743429
0,96,17,0.037903472,0.002611886,0.035291586
0,96,18,0.038162648,0.003385307,0.034777341
0,96,19,0.036854814,0.002918393,0.033936421
0,96,20,0.040086497,0.005629886,0.034456611
0,96,21,0.037904967,0.002881704,0.035023263
0,96,22,0.036550929,0.001950555,0.034600374
0,96,23,0.037144016,0.002192691,0.034951325
0,96,24,0.038171981,0.002914782,0.035257199
0,96,25,0.037108587,0.00208025,0.035028337
0,96,26,0.038390284,0.003653035,0.034737249
0,96,27,0.039371075,0.004520336,0.034850739
0,96,28,0.042251947,0.00680006,0.035451887
0,96,29,0.037329829,0.001799066,0.035530763
0,96,30,0.038144765,0.002375909,0.035768856
0,96,31,0.038425992,0.001995194,0.036430798
0,96,32,0.038049302,0.001360614,0.036688688
0,96,33,0.037479811,0.000957534,0.036522277
0,96,34,0.036923879,0.000785235,0.036138644
0,96,35,0.037193958,0.001010117,0.036183841
0,96,36,0.037871519,0.001578667,0.036292852
0,96,37,0.036970602,0.001254249,0.035716353
0,96,38,0.038404474,0.002473383,0.035931091
0,96,39,0.037285934,0.001550825,0.035735109
0,96,40,0.037073219,0.001365403,0.035707816
0,96,41,0.037199473,0.001637993,0.03556148
0,96,42,0.038294104,0.002023408,0.036270696
0,96,43,0.037588454,0.001584553,0.036003901
0,96,44,0.03682636,0.000674502,0.036151858
0,96,45,0.037579837,0.001480559,0.036099278
0,96,46,0.037591154,0.001485897,0.036105257
0,96,47,0.037470572,0.001805967,0.035664605
0,96,48,0.037815985,0.001701151,0.036114834
0,96,49,0.037294784,0.00164264,0.035652144
0,96,50,0.037456902,0.001682396,0.035774506
0,96,51,0.037823652,0.002072636,0.035751016
0,96,52,0.037422154,0.002014344,0.03540781
0,96,53,0.037721868,0.001908297,0.035813571
0,96,54,0.03809938,0.002431024,0.035668356
0,96,55,0.037563804,0.001893433,0.035670371
0,96,56,0.038757558,0.002836958,0.0359206
0,96,57,0.037411139,0.001690575,0.035720564
0,96,58,0.037793557,0.001890646,0.035902911
0,96,59,0.037562115,0.00224057,0.035321545
0,96,60,0.038171062,0.002387943,0.035783119
0,96,61,0.037535826,0.001983135,0.035552691
0,96,62,0.038103216,0.002402674,0.035700542
0,96,63,0.038336459,0.002142771,0.036193688
0,96,64,0.037274898,0.001444772,0.035830126
0,96,65,0.037142494,0.001007879,0.036134615
0,96,66,0.037256617,0.001250669,0.036005948
0,96,67,0.037639291,0.001693146,0.035946145
0,96,68,0.038060192,0.002239779,0.035820413
0,96,69,0.036864824,0.001151624,0.0357132
0,96,70,0.037423193,0.0014378,0.035985393
0,96,71,0.036901198,0.001475494,0.035425704
0,96,72,0.037040998,0.001640717,0.035400281
0,96,73,0.037318688,0.001498914,0.035819774
0,96,74,0.038080656,0.00253707,0.035543586
0,96,75,0.037361573,0.001594219,0.035767354
0,96,76,0.037124218,0.001496749,0.035627469
0,96,77,0.037379065,0.001502718,0.035876347
0,96,78,0.037755022,0.001750415,0.036004607
0,96,79,0.036544419,0.000990139,0.03555428
0,96,80,0.037229357,0.001453943,0.035775414
0,96,81,0.037169119,0.001102399,0.03606672
0,96,82,0.037302865,0.001330235,0.03597263
0,96,83,0.037206447,0.000862122,0.036344325
0,96,84,0.037014253,0.000799133,0.03621512
0,96,85,0.037211989,0.001102377,0.036109612
0,96,86,0.036790384,0.000807556,0.035982828
0,96,87,0.036801286,0.001077542,0.035723744
0,96,88,0.037118762,0.001236879,0.035881883
0,96,89,0.036726641,0.00078171,0.035944931
0,96,90,0.037034056,0.000784054,0.036250002
0,96,91,0.037190485,0.001040418,0.036150067
0,96,92,0.036821877,0.001245758,0.035576119
0,96,93,0.037737861,0.002078194,0.035659667
0,96,94,0.037792044,0.001877244,0.0359148
0,96,95,0.036674893,0.000765791,0.035909102
0,96,96,0.040610067,0.001513555,0.039096512
0,96,97,0.038908363,0.001681354,0.037227009
0,96,98,0.036781391,0.000959394,0.035821997
0,96,99,0.036726274,0.000899301,0.035826973
0,96,100,0.036859399,0.000849178,0.036010221
0,96,101,0.037538661,0.001421044,0.036117617
0,96,102,0.037331267,0.001044714,0.036286553
0,96,103,0.036588536,0.000872968,0.035715568
0,96,104,0.03723802,0.001561137,0.035676883
0,96,105,0.036828179,0.001009333,0.035818846
0,96,106,0.036713434,0.00110106,0.035612374
0,96,107,0.037253418,0.00113062,0.036122798
