#/home1/08302/tg876011/charm-mpi-compare/stencil/stencil-mpi.py 100 24576 24576 strong_scaling_results
Process,Iteration,Iteration Time,Communication Time,Computation Time
0,1,0.492250166,0.356293415,0.135956751
0,2,0.149982713,0.137497172,0.012485541
0,3,0.147623199,0.135331174,0.012292025
0,4,0.017151927,0.005124937,0.01202699
0,5,0.085617977,0.070435954,0.015182023
0,6,0.019661318,0.003373772,0.016287546
0,7,0.027268624,0.010867948,0.016400676
0,8,0.015878214,0.000983385,0.014894829
0,9,0.014459999,0.000429008,0.014030991
0,10,0.013933177,0.000304709,0.013628468
0,11,0.013741963,0.000245498,0.013496465
0,12,0.013722461,0.000194814,0.013527647
0,13,0.013658153,0.000195242,0.013462911
0,14,0.078673241,0.063375308,0.015297933
0,15,0.02224342,0.006753914,0.015489506
0,16,0.023870896,0.007541389,0.016329507
0,17,0.023222032,0.006457106,0.016764926
0,18,0.021304655,0.004207817,0.017096838
0,19,0.018397135,0.001224676,0.017172459
0,20,0.018513597,0.001345617,0.01716798
0,21,0.021888572,0.004704245,0.017184327
0,22,0.018189992,0.001119184,0.017070808
0,23,0.018126998,0.000463447,0.017663551
0,24,0.019140295,0.00162249,0.017517805
0,25,0.018349217,0.000849679,0.017499538
0,26,0.019810113,0.002222941,0.017587172
0,27,0.018808406,0.000896223,0.017912183
0,28,0.01927844,0.001548143,0.017730297
0,29,0.018247512,0.000495465,0.017752047
0,30,0.018529328,0.000932176,0.017597152
0,31,0.018833435,0.001125028,0.017708407
0,32,0.018505057,0.001254381,0.017250676
0,33,0.019424869,0.001752744,0.017672125
0,34,0.019232211,0.001687519,0.017544692
0,35,0.019064328,0.001465161,0.017599167
0,36,0.019596963,0.001917183,0.01767978
0,37,0.019205053,0.001478661,0.017726392
0,38,0.01805842,0.000420862,0.017637558
0,39,0.019363049,0.001317359,0.01804569
0,40,0.018839301,0.001046977,0.017792324
0,41,0.019034647,0.001148285,0.017886362
0,42,0.018523398,0.000887598,0.0176358
0,43,0.019282731,0.00169895,0.017583781
0,44,0.018891449,0.001220835,0.017670614
0,45,0.0187729,0.00110928,0.01766362
0,46,0.019500749,0.001552885,0.017947864
0,47,0.018528473,0.000679655,0.017848818
0,48,0.018959537,0.001118727,0.01784081
0,49,0.019440674,0.001713431,0.017727243
0,50,0.017840492,0.000120665,0.017719827
0,51,0.018824042,0.000775531,0.018048511
0,52,0.018132027,0.000361984,0.017770043
0,53,0.019582673,0.001766021,0.017816652
0,54,0.019079481,0.001323559,0.017755922
0,55,0.019229417,0.001344773,0.017884644
0,56,0.019164487,0.001079449,0.018085038
0,57,0.018560253,0.000489468,0.018070785
0,58,0.018004245,0.000291493,0.017712752
0,59,0.019122494,0.001329067,0.017793427
0,60,0.018141371,0.000533577,0.017607794
0,61,0.019772743,0.001845892,0.017926851
0,62,0.019319625,0.001453348,0.017866277
0,63,0.018503539,0.000579693,0.017923846
0,64,0.018539799,0.000633383,0.017906416
0,65,0.019538199,0.001314393,0.018223806
0,66,0.018353705,0.000411872,0.017941833
0,67,0.018490642,0.0008517,0.017638942
0,68,0.01904168,0.001227226,0.017814454
0,69,0.018902239,0.001292346,0.017609893
0,70,0.01945978,0.001526338,0.017933442
0,71,0.019139331,0.001035177,0.018104154
0,72,0.018011898,0.000397001,0.017614897
0,73,0.018689899,0.000823928,0.017865971
0,74,0.018817872,0.000847088,0.017970784
0,75,0.01818158,0.000458522,0.017723058
0,76,0.019254447,0.001261746,0.017992701
0,77,0.018448305,0.000554604,0.017893701
0,78,0.019102513,0.001146817,0.017955696
0,79,0.017917219,0.000267215,0.017650004
0,80,0.017670249,0.000448382,0.017221867
0,81,0.018271802,0.001139299,0.017132503
0,82,0.020144506,0.002607327,0.017537179
0,83,0.018013781,0.000934331,0.01707945
0,84,0.01899343,0.001964405,0.017029025
0,85,0.018472304,0.00148445,0.016987854
0,86,0.019112175,0.002023051,0.017089124
0,87,0.018392019,0.001300605,0.017091414
0,88,0.019635651,0.002360618,0.017275033
0,89,0.019203855,0.001754968,0.017448887
0,90,0.018067294,0.001050943,0.017016351
0,91,0.019179201,0.001991334,0.017187867
0,92,0.018571412,0.001308599,0.017262813
0,93,0.01908923,0.00196556,0.01712367
0,94,0.018468558,0.001463039,0.017005519
0,95,0.017653591,0.000912063,0.016741528
0,96,0.021566873,0.004350547,0.017216326
0,97,0.018630457,0.001215999,0.017414458
0,98,0.018713167,0.001497507,0.01721566
0,99,0.018100929,0.001025187,0.017075742
0,100,0.01853164,0.001324007,0.017207633
0,101,0.018454479,0.001474284,0.016980195
0,102,0.019609307,0.002368795,0.017240512
0,103,0.018845706,0.001475466,0.01737024
0,104,0.018043585,0.000843172,0.017200413
0,105,0.018748911,0.001834374,0.016914537
0,106,0.018993615,0.001866889,0.017126726
0,107,0.018682106,0.00159703,0.017085076
0,108,0.018809951,0.001647581,0.01716237
0,109,0.01866773,0.001541086,0.017126644
0,110,0.018941698,0.001959111,0.016982587
1,1,0.629783895,0.494550867,0.135233028
1,2,0.147721093,0.134527978,0.013193115
1,3,0.017496906,0.005415284,0.012081622
1,4,0.078540159,0.065351233,0.013188926
1,5,0.020166397,0.00484921,0.015317187
1,6,0.0291144,0.012196551,0.016917849
1,7,0.017541101,0.001417018,0.016124083
1,8,0.015497845,0.000712795,0.01478505
1,9,0.014294893,0.000321069,0.013973824
1,10,0.013814688,0.000212028,0.01360266
1,11,0.013691318,0.000240852,0.013450466
1,12,0.013768363,0.000286947,0.013481416
1,13,0.070683687,0.055953987,0.0147297
1,14,0.020574502,0.005641806,0.014932696
1,15,0.023426543,0.008094564,0.015331979
1,16,0.028888478,0.012649835,0.016238643
1,17,0.018929701,0.002236071,0.01669363
1,18,0.019155034,0.002529156,0.016625878
1,19,0.019865289,0.002974626,0.016890663
1,20,0.019993041,0.002937896,0.017055145
1,21,0.018216958,0.00120142,0.017015538
1,22,0.020316041,0.003025866,0.017290175
1,23,0.019232396,0.001447068,0.017785328
1,24,0.017763617,0.000252146,0.017511471
1,25,0.020587255,0.002841751,0.017745504
1,26,0.018251115,0.000702423,0.017548692
1,27,0.019381519,0.001565723,0.017815796
1,28,0.018554109,0.000653592,0.017900517
1,29,0.018629714,0.000750627,0.017879087
1,30,0.017865299,0.000506816,0.017358483
1,31,0.018764951,0.00107641,0.017688541
1,32,0.018484893,0.001078303,0.01740659
1,33,0.018916146,0.001409968,0.017506178
1,34,0.019551707,0.002196341,0.017355366
1,35,0.018806933,0.001286131,0.017520802
1,36,0.019137303,0.001419234,0.017718069
1,37,0.018997851,0.001517644,0.017480207
1,38,0.019233216,0.00148362,0.017749596
1,39,0.018367499,0.00078925,0.017578249
1,40,0.019339709,0.00187004,0.017469669
1,41,0.018930816,0.001359792,0.017571024
1,42,0.019016318,0.001623062,0.017393256
1,43,0.01874893,0.001382444,0.017366486
1,44,0.019664754,0.002192262,0.017472492
1,45,0.019207256,0.001764551,0.017442705
1,46,0.01899277,0.001359237,0.017633533
1,47,0.018589331,0.000899513,0.017689818
1,48,0.018861496,0.001099788,0.017761708
1,49,0.018732363,0.001338128,0.017394235
1,50,0.018649324,0.001121196,0.017528128
1,51,0.018576354,0.00082008,0.017756274
1,52,0.018471814,0.000659986,0.017811828
1,53,0.019059103,0.001456801,0.017602302
1,54,0.019729385,0.002068661,0.017660724
1,55,0.019108516,0.001401511,0.017707005
1,56,0.019247009,0.001207112,0.018039897
1,57,0.018344315,0.000376325,0.01796799
1,58,0.019075674,0.001265645,0.017810029
1,59,0.018250842,0.000411093,0.017839749
1,60,0.019515749,0.001706406,0.017809343
1,61,0.019362337,0.001617451,0.017744886
1,62,0.01848815,0.000772376,0.017715774
1,63,0.018554727,0.000542993,0.018011734
1,64,0.018782599,0.000987984,0.017794615
1,65,0.019023531,0.001042509,0.017981022
1,66,0.018818509,0.001030059,0.01778845
1,67,0.018879737,0.000928955,0.017950782
1,68,0.018903344,0.000996914,0.01790643
1,69,0.019192467,0.001471012,0.017721455
1,70,0.019126281,0.00128139,0.017844891
1,71,0.018533527,0.000502582,0.018030945
1,72,0.018444123,0.000805122,0.017639001
1,73,0.018595705,0.000819033,0.017776672
1,74,0.018552629,0.000700646,0.017851983
1,75,0.018997668,0.001245016,0.017752652
1,76,0.018532635,0.000671564,0.017861071
1,77,0.019040618,0.001069486,0.017971132
1,78,0.017921433,0.000422859,0.017498574
1,79,0.017876501,0.000556268,0.017320233
1,80,0.018861204,0.001504087,0.017357117
1,81,0.019759991,0.002334749,0.017425242
1,82,0.018483218,0.001073649,0.017409569
1,83,0.018489624,0.001153073,0.017336551
1,84,0.01901435,0.001664234,0.017350116
1,85,0.018806265,0.001661854,0.017144411
1,86,0.018638458,0.001316953,0.017321505
1,87,0.019274026,0.002047646,0.01722638
1,88,0.018456871,0.001217642,0.017239229
1,89,0.018940352,0.001440238,0.017500114
1,90,0.019376143,0.002040772,0.017335371
1,91,0.018406832,0.001076057,0.017330775
1,92,0.019333105,0.001980183,0.017352922
1,93,0.018617602,0.001169391,0.017448211
1,94,0.017938301,0.000876381,0.01706192
1,95,0.02091865,0.003436566,0.017482084
1,96,0.018313208,0.001171402,0.017141806
1,97,0.018504454,0.001367772,0.017136682
1,98,0.018915662,0.001545889,0.017369773
1,99,0.018397618,0.001174246,0.017223372
1,100,0.01872378,0.001299054,0.017424726
1,101,0.019292205,0.001981352,0.017310853
1,102,0.018749242,0.001602208,0.017147034
1,103,0.018184796,0.00089165,0.017293146
1,104,0.019074445,0.001956638,0.017117807
1,105,0.018691847,0.001408709,0.017283138
1,106,0.018711615,0.001475883,0.017235732
1,107,0.018568525,0.001416252,0.017152273
1,108,0.018993722,0.001841551,0.017152171
1,109,0.018929001,0.001729971,0.01719903
1,110,0.01871902,0.001462138,0.017256882
2,1,0.628478465,0.493343052,0.135135413
2,2,0.154230621,0.141085089,0.013145532
2,3,0.07689889,0.064819327,0.012079563
2,4,0.013965077,0.000694686,0.013270391
2,5,0.028826932,0.012130949,0.016695983
2,6,0.020158095,0.003204552,0.016953543
2,7,0.017624111,0.001441427,0.016182684
2,8,0.015406618,0.000567274,0.014839344
2,9,0.014288399,0.000331426,0.013956973
2,10,0.013941411,0.00030351,0.013637901
2,11,0.013727381,0.000242739,0.013484642
2,12,0.067801829,0.053258299,0.01454353
2,13,0.01683398,0.00211865,0.01471533
2,14,0.023779981,0.008630558,0.015149423
2,15,0.021695996,0.006014679,0.015681317
2,16,0.022527612,0.006396027,0.016131585
2,17,0.022532293,0.005962541,0.016569752
2,18,0.020853993,0.004296789,0.016557204
2,19,0.020300202,0.003591223,0.016708979
2,20,0.019251224,0.00228952,0.016961704
2,21,0.018003409,0.000887308,0.017116101
2,22,0.020536662,0.003508883,0.017027779
2,23,0.018187996,0.000742734,0.017445262
2,24,0.02067976,0.003211465,0.017468295
2,25,0.017750441,0.000235033,0.017515408
2,26,0.018942326,0.001572022,0.017370304
2,27,0.01898688,0.0012459,0.01774098
2,28,0.018870885,0.001142455,0.01772843
2,29,0.018167769,0.000482674,0.017685095
2,30,0.018825944,0.001427187,0.017398757
2,31,0.018696306,0.001175419,0.017520887
2,32,0.018555726,0.001195579,0.017360147
2,33,0.019065353,0.001739289,0.017326064
2,34,0.019559375,0.001965335,0.01759404
2,35,0.01838495,0.0010241,0.01736085
2,36,0.019499122,0.001905673,0.017593449
2,37,0.01890423,0.001343311,0.017560919
2,38,0.018129895,0.000524357,0.017605538
2,39,0.019078609,0.001705584,0.017373025
2,40,0.019392772,0.001882264,0.017510508
2,41,0.018265371,0.000886476,0.017378895
2,42,0.019395585,0.002058179,0.017337406
2,43,0.019077145,0.00177559,0.017301555
2,44,0.018798589,0.001555022,0.017243567
2,45,0.019109386,0.001981233,0.017128153
2,46,0.019272357,0.00183969,0.017432667
2,47,0.018797205,0.001329902,0.017467303
2,48,0.019568112,0.001770138,0.017797974
2,49,0.018440606,0.000999768,0.017440838
2,50,0.018387438,0.000995793,0.017391645
2,51,0.019220031,0.001551403,0.017668628
2,52,0.018185074,0.000681897,0.017503177
2,53,0.019930006,0.002359609,0.017570397
2,54,0.018881321,0.001336608,0.017544713
2,55,0.018815986,0.001306048,0.017509938
2,56,0.01904525,0.00130021,0.01774504
2,57,0.018517727,0.000959669,0.017558058
2,58,0.018237752,0.000559017,0.017678735
2,59,0.020787911,0.002887854,0.017900057
2,60,0.018552832,0.000753288,0.017799544
2,61,0.018224789,0.000320324,0.017904465
2,62,0.018516808,0.000843369,0.017673439
2,63,0.019741725,0.001940773,0.017800952
2,64,0.018544871,0.000708366,0.017836505
2,65,0.019493792,0.001625714,0.017868078
2,66,0.018156401,0.000541691,0.01761471
2,67,0.019146962,0.001643852,0.01750311
2,68,0.018749877,0.001115641,0.017634236
2,69,0.018719499,0.001247425,0.017472074
2,70,0.019042676,0.001297624,0.017745052
2,71,0.018886319,0.001152715,0.017733604
2,72,0.018352789,0.000954109,0.01739868
2,73,0.018575733,0.001056873,0.01751886
2,74,0.01864332,0.001183989,0.017459331
2,75,0.018610879,0.001064875,0.017546004
2,76,0.018894984,0.001426061,0.017468923
2,77,0.018527867,0.000954504,0.017573363
2,78,0.018586419,0.001037946,0.017548473
2,79,0.018301849,0.001042609,0.01725924
